Title,Link,Pic,displayPic,floar,floar1,verticalTable,verticalTable1,verticalTable2,priceLabel,windowFacing,layoutSpace,priceLabel1,layoutSpace1,unitSummary,memberName,memberName1,verticalTable3,btn-favorite--watch,anchor,anchor1,relatedKeywordsData,relatedKeywordsData1,relatedKeywordsData2,relatedKeywordsData3,relatedKeywordsData4,relatedKeywordsData5,textFeatureComment,onlineIcon,memberName2,relatedKeywordsData6,relatedKeywordsData7
ジュエリーコート府中,https://www.homes.co.jp/mansion/b-37051070002358/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fr9bo3qy1z8kkaoq.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,1階南,1階南,ＪＲ南武線 府中本町駅 徒歩2分東京都府中市本町1丁目,RC(鉄筋コンクリート) / 5階建,2001年05月（築20年）,"3,800万円",南,2LDK/73.04m²,"3,800万円",2LDK/73.04m²,12枚,（スターツピタットハウス株式会社　府中店）,（スターツピタットハウス株式会社　府中店）,-,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-37051070002358/,ペット相談可,ペット相談可,駐車場あり,駐車場あり,オートロック,オートロック,◆2019年室内大幅リフォーム！約19.1帖の広々としたＬＤＫ,,,エレベーター,スーパー800m以内
マートルコート調布コアシティ,https://www.homes.co.jp/mansion/b-1192950009710/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F9v5v2rmzny34ge7.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,5階西,5階西,京王線 調布駅 徒歩4分東京都調布市小島町2丁目54-9,RC(鉄筋コンクリート) / 7階建,1995年11月（築25年）,"3,199万円",西,1LDK/41.01m²,"3,199万円",1LDK/41.01m²,13枚,（株式会社未来都市空間）,（株式会社未来都市空間）,34戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1192950009710/,駐車場あり,駐車場あり,オートロック,オートロック,エレベーター,エレベーター,,,,,
レグラス荏原中延,https://www.homes.co.jp/mansion/b-1393490000143/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fk9i82ru3kmkdiam.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,5階北西,5階北西,東急池上線 荏原中延駅 徒歩8分東京都品川区西中延1丁目,RC(鉄筋コンクリート) / 9階建,2011年06月（築10年）,"2,150万円",北西,1K/21.96m²,"2,150万円",1K/21.96m²,11枚,オンライン相談可,オンライン相談可,23戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1393490000143/,エレベーター,エレベーター,,,,,平成23年完成物件、大井町線・旗の台駅10分,オンライン相談可,（株式会社大京穴吹不動産　五反田店【電話受付：東京本社】）,,
エスパシオン石神井公園,https://www.homes.co.jp/mansion/b-1222100007140/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fwz0d2ro0v2uph5d.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,1階西,1階西,西武池袋線 石神井公園駅 徒歩15分東京都練馬区三原台2丁目,RC(鉄筋コンクリート) / 3階建,2001年08月（築20年）,"3,980万円",西,3SLDK/100.02m²,"3,980万円",3SLDK/100.02m²,30枚,（株式会社マイタウン　保谷店）,（株式会社マイタウン　保谷店）,11戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1222100007140/,リノベーション・リフォーム,リノベーション・リフォーム,駐車場あり,駐車場あり,,,石神井公園駅徒歩15分 急行停車駅 駅前再開発 100ｍ2超 メゾネットタイプ 3階建て屋上付 WIC,,,,
ライオンズマンション府中分倍河原,https://www.homes.co.jp/mansion/b-1352340002586/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fa0bx2rsn27zrlt6.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,1階南,1階南,京王線 分倍河原駅 徒歩9分東京都府中市美好町2丁目,RC(鉄筋コンクリート) / 5階建,1996年08月（築25年）,"3,090万円",南,2SLDK/60.72m²,"3,090万円",2SLDK/60.72m²,19枚,（株式会社福屋不動産販売　府中店）,（株式会社福屋不動産販売　府中店）,44戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1352340002586/,駐車場あり,駐車場あり,オートロック,オートロック,,,新規内装リフォーム物件♪子育てに最適な１階部分、テラス・専用庭付♪会話の弾む対面式キッチン♪,,,,
ヴィータローザ南砂町,https://www.homes.co.jp/mansion/b-1083460035536/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fe1qr2rj3y1or801.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,5階南,5階南,東京メトロ東西線 南砂町駅 徒歩11分東京都江東区北砂4丁目33-16,RC(鉄筋コンクリート) / 9階建,2006年04月（築15年）,"1,800万円",南,1K/25.08m²,"1,800万円",1K/25.08m²,2枚,（株式会社リゾートハウス）,（株式会社リゾートハウス）,24戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1083460035536/,駐車場あり,駐車場あり,オートロック,オートロック,エレベーター,エレベーター,,,,,
ライフプラザ綾瀬,https://www.homes.co.jp/mansion/b-39042690001886/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fyo423swngzx4ibd.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,1階南東,1階南東,東京メトロ千代田線 綾瀬駅 徒歩7分東京都足立区西綾瀬1丁目6-6,RC(鉄筋コンクリート) / 8階建,1996年01月（築25年）,"2,980万円",南東,3LDK/67.18m²,"2,980万円",3LDK/67.18m²,20枚,オンライン相談可,オンライン相談可,68戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-39042690001886/,駐車場あり,駐車場あり,エレベーター,エレベーター,スーパー800m以内,スーパー800m以内,今なら「「TELからお問い合わせの方限定で」」スペシャルプレゼントキャンペーン実施中,オンライン相談可,（株式会社ワッフル　第2営業部）,,
エンゼルハイム多摩リバーサイド第3,https://www.homes.co.jp/mansion/b-39042680004139/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Famzw3swngjdvv7y.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,2階南,2階南,京急空港線 糀谷駅 徒歩15分東京都大田区本羽田3丁目20-17,RC(鉄筋コンクリート) / 8階建,1996年03月（築25年）,"3,499万円",南,3LDK/61.6m²,"3,499万円",3LDK/61.6m²,30枚,オンライン相談可,オンライン相談可,28戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-39042680004139/,ペット相談可,ペット相談可,駐車場あり,駐車場あり,オートロック,オートロック,「「オンライン見学はじめました」」自宅からも出先からも物件の内覧が可能です。お気軽にご相談ください。,オンライン相談可,（株式会社ワッフル　第1営業部）,エレベーター,スーパー800m以内
セーナ多摩センター,https://www.homes.co.jp/mansion/b-35005440000238/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fp2883oxjkajwbg9.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,2階南西,2階南西,京王相模原線 京王多摩センター駅 徒歩7分東京都多摩市落合1丁目,RC(鉄筋コンクリート) / 9階建,2002年02月（築19年）,"2,980万円",南西,2SLDK/69.61m²,"2,980万円",2SLDK/69.61m²,1枚,（大成有楽不動産販売株式会社　新百合ヶ丘センター）,（大成有楽不動産販売株式会社　新百合ヶ丘センター）,28戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-35005440000238/,駐車場あり,駐車場あり,,,,,,,,,
東京メトロ丸ノ内線 銀座駅 徒歩14分,https://www.homes.co.jp/mansion/b-1004590035264/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F8oly2rgbat4kqv5.jpg&width=208&height=138,"https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584","8階南西,5階南西",8階南西,都営大江戸線 築地市場駅 徒歩5分東京都中央区銀座8丁目,RC(鉄筋コンクリート) / 13階建,2019年01月（築2年）,"7,500万円,7,300万円","南西,南西","ワンルーム/44.55m²,ワンルーム/44.55m²","7,500万円",ワンルーム/44.55m²,25枚,"オンライン相談可,オンライン相談可",オンライン相談可,36戸,"お気に入りに登録,お気に入りに登録","詳細を見る,詳細を見る",https://www.homes.co.jp/mansion/b-1004590035264/,"ペット相談可,ペット相談可",ペット相談可,"エレベーター,エレベーター",エレベーター,"角部屋,角部屋",角部屋,銀座アドレス！5駅10路線徒歩10分圏内！石貼りとタイル調の落ち着いた佇まい オンライン内見対応可,"オンライン相談可,オンライン相談可","（株式会社ケーコーポレーション　白山上店）,（株式会社ケーコーポレーション　白山上店）",,
エスコート音羽,https://www.homes.co.jp/mansion/b-1318030005315/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ft1ov2rrfa1j4566.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,4階南東,4階南東,東京メトロ有楽町線 護国寺駅 徒歩2分東京都文京区音羽2丁目,RC(鉄筋コンクリート) / 6階建,2001年08月（築20年）,"3,580万円",南東,1DK/36.85m²,"3,580万円",1DK/36.85m²,20枚,（株式会社福屋不動産販売　池袋店）,（株式会社福屋不動産販売　池袋店）,39戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1318030005315/,オートロック,オートロック,,,,,東京メトロ有楽町線「護国寺」駅徒歩２分、現在空室です、平成１３年８月築 、宅配ＢＯＸ有,,,,
ＧＲＡＺＩＡ南砂町,https://www.homes.co.jp/mansion/b-1392900000167/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fyfu02ru2titasse.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,2階南,2階南,東京メトロ東西線 南砂町駅 徒歩11分東京都江東区東砂7丁目,RC(鉄筋コンクリート) / 10階建,2006年02月（築15年）,"1,690万円",南,1K/21.39m²,"1,690万円",1K/21.39m²,17枚,オンライン相談可,オンライン相談可,36戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1392900000167/,オートロック,オートロック,エレベーター,エレベーター,,,「投資用物件」21．39平米、1K徒歩5分以内に商業施設充実,オンライン相談可,（株式会社大京穴吹不動産　門前仲町店【電話受付：東京本社】）,,
エムステージ・イースティア,https://www.homes.co.jp/mansion/b-1392900000201/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fctw12ru2titaveu.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,8階南,8階南,東京メトロ東西線 南砂町駅 徒歩7分東京都江東区南砂6丁目,RC(鉄筋コンクリート) / 11階建,2001年04月（築20年）,"3,880万円",南,2LDK/57.1m²,"3,880万円",2LDK/57.1m²,18枚,オンライン相談可,オンライン相談可,209戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1392900000201/,ペット相談可,ペット相談可,駐車場あり,駐車場あり,オートロック,オートロック,2001年4月築総戸数209戸の大規模レジデンス,オンライン相談可,（株式会社大京穴吹不動産　門前仲町店【電話受付：東京本社】）,エレベーター,大規模マンション
エクセレント金町,https://www.homes.co.jp/mansion/b-1392870000251/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fzx572ru2s576kge.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,5階北東,5階北東,京成金町線 京成金町駅 徒歩7分東京都葛飾区金町1丁目,RC(鉄筋コンクリート) / 12階建,2006年03月（築15年）,"3,200万円",北東,3LDK/64.33m²,"3,200万円",3LDK/64.33m²,21枚,オンライン相談可,オンライン相談可,44戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1392870000251/,オートロック,オートロック,エレベーター,エレベーター,角部屋,角部屋,北東向き角住戸、2面バルコニー、通風良好,オンライン相談可,（株式会社大京穴吹不動産　上野店【電話受付：東京本社】）,,
ジェイシティ光が丘,https://www.homes.co.jp/mansion/b-1372010000923/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Flgpj2rtc5ukoj2l.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,1階南,1階南,都営大江戸線 光が丘駅 徒歩12分東京都練馬区土支田1丁目1-42,RC(鉄筋コンクリート) / 5階建,2001年10月（築20年）,"3,980万円",南,2LDK/65.24m²,"3,980万円",2LDK/65.24m²,30枚,オンライン相談可,オンライン相談可,31戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1372010000923/,ペット相談可,ペット相談可,駐車場あり,駐車場あり,オートロック,オートロック,広々専用庭付住戸。南向き陽当たり良好。嬉しいペット可（※規約に準ず）。オートロック・宅配ボックス完備,オンライン相談可,（株式会社　リノステージ）,エレベーター,
アーバンパレス広尾,https://www.homes.co.jp/mansion/b-1231910009875/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fcks32roddqsxwml.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,4階北,4階北,東京メトロ千代田線 表参道駅 徒歩14分東京都渋谷区東4丁目,RC(鉄筋コンクリート) / 8階建,2001年02月（築20年）,"6,480万円",北,1SLDK/55.94m²,"6,480万円",1SLDK/55.94m²,2枚,（朝日住宅株式会社　都心店）,（朝日住宅株式会社　都心店）,20戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1231910009875/,,,,,,,3方向角住戸。リノベーション済み新しい室内。,,,,
ライオンズステージ大島ウエストスクエア,https://www.homes.co.jp/mansion/b-1252620007303/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Frjyn2rp3t5cptbx.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,10階南東,10階南東,都営新宿線 東大島駅 徒歩8分東京都江東区大島8丁目,SRC(鉄骨鉄筋コンクリート) / 11階建,2001年01月（築20年）,"4,780万円",南東,3LDK/71.04m²,"4,780万円",3LDK/71.04m²,9枚,（朝日住宅株式会社　上野店）,（朝日住宅株式会社　上野店）,271戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1252620007303/,ペット相談可,ペット相談可,大規模マンション,大規模マンション,スーパー800m以内,スーパー800m以内,,,,,
グローリオ西武柳沢,https://www.homes.co.jp/mansion/b-9500058142/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ftlaw2qh1h08l1o9.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,3階南,3階南,西武新宿線 西武柳沢駅 徒歩7分東京都西東京市柳沢2丁目,RC(鉄筋コンクリート) / 8階建,2001年05月（築20年）,"3,240万円",南,3LDK/68.51m²,"3,240万円",3LDK/68.51m²,10枚,オンライン相談可,オンライン相談可,59戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-9500058142/,ペット相談可,ペット相談可,オートロック,オートロック,エレベーター,エレベーター,システムキッチン シャワー 洗浄便座 洗濯機置場 バストイレ別 追焚き給湯 浴室乾燥機 給湯,オンライン相談可,（株式会社エステート白馬　所沢店）,角部屋,
グローリオ東新宿,https://www.homes.co.jp/mansion/b-1400020000881/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F2gmi2rubwlzrbxi.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,14階南,14階南,都営大江戸線 東新宿駅 徒歩2分東京都新宿区新宿7丁目,RC(鉄筋コンクリート) / 14階建,2006年09月（築15年）,"5,300万円",南,1LDK/46.34m²,"5,300万円",1LDK/46.34m²,30枚,オンライン相談可,オンライン相談可,41戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1400020000881/,オートロック,オートロック,エレベーター,エレベーター,最上階,最上階,ビデオ内見可能/最上階南東角住戸/新宿アドレス/ペット飼育可能/2面採光のため充実した陽当たり,オンライン相談可,（センチュリー21　株式会社ウィローズ）,スーパー800m以内,角部屋
クオリアY’ｚ恵比寿,https://www.homes.co.jp/mansion/b-35005610000446/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F086z3oxjs3p9rg9.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,12階東,12階東,ＪＲ山手線 恵比寿駅 徒歩4分東京都渋谷区恵比寿南3丁目1-26,RC(鉄筋コンクリート) / 14階建,2005年11月（築15年）,"7,480万円",東,1LDK/46.77m²,"7,480万円",1LDK/46.77m²,20枚,（大成有楽不動産販売株式会社　新宿センター）,（大成有楽不動産販売株式会社　新宿センター）,109戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-35005610000446/,ペット相談可,ペット相談可,駐車場あり,駐車場あり,オートロック,オートロック,～２面採光の明るく開放的なリビングダイニングを配した角住戸～,,,エレベーター,角部屋
オープンレジデンシア東中野,https://www.homes.co.jp/mansion/b-35005610000148/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F4nae3oxjs3p94gi.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,10階北西,10階北西,東京メトロ東西線 落合駅 徒歩4分東京都中野区東中野5丁目,RC(鉄筋コンクリート) / 10階建,2016年05月（築5年）,"6,450万円",北西,ワンルーム/54.47m²,"6,450万円",ワンルーム/54.47m²,21枚,（大成有楽不動産販売株式会社　新宿センター）,（大成有楽不動産販売株式会社　新宿センター）,18戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-35005610000148/,最上階,最上階,,,,,,,,,
グランヒルズTOKYOイースト,https://www.homes.co.jp/mansion/b-1418400003072/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fz2rm2ruzcz5mtj6.jpg&width=208&height=138,"https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584","11階北,11階南西",11階北,都営新宿線 船堀駅 徒歩2分東京都江戸川区船堀1丁目8-22,RC(鉄筋コンクリート) / 20階建,2001年05月（築20年）,"4,880万円,4,680万円","北,南西","3LDK/70.28m²,3LDK/70.28m²","4,880万円",3LDK/70.28m²,12枚,"（スターツピタットハウス株式会社　船堀販売センター）,オンライン相談可",（スターツピタットハウス株式会社　船堀販売センター）,150戸,"お気に入りに登録,お気に入りに登録","詳細を見る,詳細を見る",https://www.homes.co.jp/mansion/b-37052770000241/,"ペット相談可,エレベーター",ペット相談可,"オートロック,スーパー800m以内",オートロック,"エレベーター,タワーマンション",エレベーター,船堀駅徒歩2分の好立地、高い利便性と良好な居住空間,オンライン相談可,（株式会社Banc）,スーパー800m以内,タワーマンション
フェイムフロンテージ高田馬場,https://www.homes.co.jp/mansion/b-1103230001256/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fk5l02rjt69lgxwh.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,12階南東,12階南東,東京メトロ副都心線 西早稲田駅 徒歩4分東京都新宿区西早稲田3丁目29-5,SRC(鉄骨鉄筋コンクリート) / 14階建,2001年05月（築20年）,"5,480万円",南東,2LDK/56.72m²,"5,480万円",2LDK/56.72m²,25枚,（株式会社ハウスプランナー　本店）,（株式会社ハウスプランナー　本店）,38戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1103230001256/,ペット相談可,ペット相談可,オートロック,オートロック,エレベーター,エレベーター,空室につき、すぐご覧いただけます。ご内見希望等、まずはお気軽にお問合せ下さいませ。,,,スーパー800m以内,角部屋
中古マンション　ライオンズヒルズ日野中央公園,https://www.homes.co.jp/mansion/b-1365310001459/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F63vd2rt3m200fse.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,1階南,1階南,ＪＲ中央線 日野駅 徒歩17分東京都日野市神明2丁目,RC(鉄筋コンクリート) / 6階建,1996年02月（築25年）,"2,390万円",南,3LDK/65m²,"2,390万円",3LDK/65m²,23枚,（ハウスドゥ！立川北店　株式会社シティリノベーション）,（ハウスドゥ！立川北店　株式会社シティリノベーション）,52戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1365310001459/,エレベーター,エレベーター,,,,,【月々6万円台からのマイホーム】日野市でお家を買うなら全国640店舗展開中のハウスドゥ！立川北店へ,,,,
ライオンズステージ大島ウエストアクエア,https://www.homes.co.jp/mansion/b-1370140003564/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fz6in2rt9rxxv7eb.jpg&width=208&height=138,"https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584","10階南東,10階東",10階南東,都営新宿線 東大島駅 徒歩8分東京都江東区大島8丁目,SRC(鉄骨鉄筋コンクリート) / 14階建,2001年01月（築20年）,"4,780万円,4,780万円","南東,東","3LDK/71.08m²,3LDK/71.04m²","4,780万円",3LDK/71.08m²,19枚,"（センチュリー21三愛ホーム）,（センチュリー21プレミアムライフ（株式会社プレミアムライフ））",（センチュリー21三愛ホーム）,271戸,"お気に入りに登録,お気に入りに登録","詳細を見る,詳細を見る",https://www.homes.co.jp/mansion/b-73460005344/,"リノベーション・リフォーム,ペット相談可",リノベーション・リフォーム,"オートロック,オートロック",オートロック,"大規模マンション,エレベーター",大規模マンション,新規内装リフォーム！落ち着いた雰囲気の内装に仕上がりました！見学予約はお気軽に！,,,大規模マンション,スーパー800m以内
エバーグリーンパレス板橋,https://www.homes.co.jp/mansion/b-1114500006300/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fmz2w2rk7k04h0j7.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,7階南東,7階南東,都営三田線 蓮根駅 徒歩10分東京都板橋区東坂下2丁目10-6,RC(鉄筋コンクリート) / 7階建,1997年02月（築24年）,"3,480万円",南東,3LDK/72.02m²,"3,480万円",3LDK/72.02m²,22枚,（日昇ホーム株式会社　新宿店）,（日昇ホーム株式会社　新宿店）,23戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1114500006300/,オートロック,オートロック,エレベーター,エレベーター,最上階,最上階,最上階７階部分の三方角部屋＆三面バルコニー、全室二重サッシ仕様で、とっても明るく綺麗なお部屋です！,,,スーパー800m以内,角部屋
マイキャッスル目黒II,https://www.homes.co.jp/mansion/b-1389470000810/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Faidj2rtyfy7zskp.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,4階北西,4階北西,ＪＲ山手線 目黒駅 徒歩8分東京都目黒区下目黒2丁目,RC(鉄筋コンクリート) / 7階建,1997年04月（築24年）,"4,880万円",北西,2LDK/50.83m²,"4,880万円",2LDK/50.83m²,2枚,オンライン相談可,オンライン相談可,34戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1389470000810/,,,,,,,,オンライン相談可,（SREホールディングス株式会社　不動産流通部門　住宅コンサルティング部）,,
キャニオングランデ富士見台,https://www.homes.co.jp/mansion/b-1419510000630/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F1wqx2rv0ryw0t97.jpg&width=208&height=138,"https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584","2階東,2階東",2階東,西武池袋線 富士見台駅 徒歩7分東京都練馬区貫井4丁目,RC(鉄筋コンクリート) / 6階建,1997年03月（築24年）,"3,080万円,3,080万円","東,東","3LDK/55.46m²,2SLDK/55.46m²","3,080万円",3LDK/55.46m²,10枚,"オンライン相談可,オンライン相談可",オンライン相談可,23戸,"お気に入りに登録,お気に入りに登録","詳細を見る,詳細を見る",https://www.homes.co.jp/mansion/b-1419510000630/,オートロック,オートロック,エレベーター,エレベーター,スーパー800m以内,スーパー800m以内,,"オンライン相談可,オンライン相談可","（株式会社インデックス・ワン）,（株式会社エステート白馬　中野店）",,
ザ・パークハウスアーバンス御成門,https://www.homes.co.jp/mansion/b-1419510000728/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fqq952rv0ryw10td.jpg&width=208&height=138,"https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584","7階西,5階南",7階西,都営三田線 御成門駅 徒歩5分東京都港区新橋6丁目6-8,RC(鉄筋コンクリート) / 15階建,2012年08月（築9年）,"5,990万円,9,000万円","西,南","1LDK/40.1m²,2LDK/56.45m²","5,990万円",1LDK/40.1m²,14枚,"（朝日住宅株式会社　都心店）,オンライン相談可",（朝日住宅株式会社　都心店）,56戸,"お気に入りに登録,お気に入りに登録","詳細を見る,詳細を見る",https://www.homes.co.jp/mansion/b-1231910009826/,"ペット相談可,ペット相談可",ペット相談可,駐車場あり,駐車場あり,オートロック,オートロック,◇三菱地所ブランドの分譲マンション ◇7階部分3方角部屋 ◇ペット飼育可（規約あり）,オンライン相談可,（株式会社インデックス・ワン）,エレベーター,スーパー800m以内
